MatchID,PlayerID,Min,Shot Stopping_SoTA,Shot Stopping_GA,Shot Stopping_Saves,Shot Stopping_Save%,Fixture,Shot Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
9ca28cf74e,1c75af77ad,90,4.0,2.0,2.0,50.0,Away,1.5,5.0,12.0,41.7,37.0,5.0,32.4,32.6,6.0,0.0,23.3,10.0,0.0,0.0,0.0,9.0
1d319f75d8,0fec660c3c,90,6.0,2.0,4.0,66.7,Home,2.4,6.0,13.0,46.2,23.0,8.0,39.1,36.3,8.0,50.0,41.1,10.0,0.0,0.0,1.0,11.0
1d319f75d8,0cf453a509,90,3.0,0.0,3.0,100.0,Away,0.5,5.0,22.0,22.7,22.0,4.0,77.3,50.4,9.0,55.6,44.1,22.0,2.0,9.1,1.0,9.8
c1fa80c373,5621656de7,90,6.0,2.0,4.0,66.7,Home,1.1,12.0,26.0,46.2,20.0,0.0,90.0,49.0,8.0,100.0,53.1,16.0,0.0,0.0,2.0,16.0
c1fa80c373,865a4662b9,90,6.0,3.0,3.0,50.0,Away,1.1,8.0,20.0,40.0,28.0,2.0,60.7,42.1,10.0,30.0,32.9,25.0,1.0,4.0,1.0,18.7
a8586fec1b,2f6d378d9e,90,2.0,1.0,1.0,50.0,Home,0.7,3.0,11.0,27.3,22.0,3.0,36.4,35.6,6.0,50.0,38.5,2.0,0.0,0.0,0.0,
a8586fec1b,63fe110f05,90,6.0,2.0,4.0,66.7,Away,1.6,6.0,19.0,31.6,21.0,3.0,66.7,48.3,5.0,100.0,61.2,25.0,1.0,4.0,0.0,9.3
82fed45c3e,05b83e9b5c,90,4.0,2.0,2.0,50.0,Home,1.5,9.0,29.0,31.0,24.0,2.0,79.2,48.8,10.0,100.0,58.5,11.0,0.0,0.0,2.0,13.0
82fed45c3e,76b1ac87aa,90,1.0,0.0,1.0,100.0,Away,0.0,8.0,25.0,32.0,20.0,0.0,80.0,50.1,9.0,100.0,60.7,18.0,1.0,5.6,0.0,4.3
fd79040b1f,8ab854fea9,90,8.0,1.0,7.0,87.5,Home,2.3,7.0,11.0,63.6,39.0,8.0,23.1,33.3,6.0,33.3,34.8,17.0,0.0,0.0,1.0,18.0
fd79040b1f,f3ce6bc634,90,2.0,0.0,2.0,100.0,Away,0.1,7.0,19.0,36.8,24.0,4.0,54.2,41.7,9.0,66.7,51.7,11.0,1.0,9.1,0.0,9.0
075e1cd1ee,9701aa2ec8,90,5.0,2.0,3.0,60.0,Home,2.3,6.0,19.0,31.6,38.0,5.0,47.4,36.5,10.0,10.0,21.2,7.0,0.0,0.0,0.0,10.0
075e1cd1ee,cc4c147af7,90,7.0,3.0,4.0,71.4,Away,3.7,3.0,16.0,18.8,35.0,12.0,28.6,30.4,9.0,66.7,39.6,9.0,3.0,33.3,0.0,10.0
df1b699f33,8ab854fea9,90,5.0,2.0,3.0,60.0,Home,1.9,7.0,19.0,36.8,24.0,5.0,62.5,43.4,10.0,40.0,28.9,17.0,1.0,5.9,1.0,17.0
df1b699f33,76b1ac87aa,90,5.0,3.0,2.0,40.0,Away,2.6,4.0,13.0,30.8,22.0,5.0,50.0,39.2,3.0,66.7,41.0,5.0,3.0,60.0,1.0,11.7
2c79fc621e,865a4662b9,90,1.0,0.0,1.0,100.0,Home,0.1,3.0,12.0,25.0,41.0,3.0,29.3,30.7,6.0,0.0,21.8,7.0,0.0,0.0,0.0,15.0
2c79fc621e,0cf453a509,90,4.0,3.0,1.0,25.0,Away,1.4,6.0,20.0,30.0,25.0,5.0,44.0,40.8,13.0,69.2,48.0,11.0,0.0,0.0,0.0,17.0
c9e1f43396,56c226268f,90,6.0,1.0,5.0,83.3,Home,1.5,2.0,8.0,25.0,16.0,7.0,25.0,33.2,8.0,50.0,40.0,7.0,1.0,14.3,3.0,24.3
c9e1f43396,3db7d2a7f3,90,3.0,0.0,3.0,100.0,Away,0.6,5.0,17.0,29.4,19.0,4.0,42.1,37.3,10.0,90.0,54.5,19.0,1.0,5.3,0.0,5.5
208060c242,5621656de7,90,5.0,2.0,3.0,60.0,Home,1.5,9.0,12.0,75.0,33.0,13.0,21.2,32.1,6.0,83.3,44.8,6.0,1.0,16.7,2.0,12.0
208060c242,36ad9740f9,90,4.0,1.0,3.0,75.0,Away,1.0,1.0,8.0,12.5,33.0,6.0,15.2,26.1,9.0,33.3,28.6,22.0,3.0,13.6,0.0,8.8
ead9ed58f7,76b1ac87aa,90,2.0,0.0,2.0,100.0,Home,0.4,1.0,4.0,25.0,18.0,4.0,16.7,26.1,5.0,20.0,23.8,5.0,0.0,0.0,1.0,14.5
ead9ed58f7,0fec660c3c,90,10.0,2.0,8.0,80.0,Away,1.9,9.0,25.0,36.0,23.0,4.0,52.2,41.0,15.0,86.7,48.1,20.0,0.0,0.0,0.0,15.0
a56ee66f50,05b83e9b5c,90,3.0,0.0,3.0,100.0,Home,0.5,3.0,10.0,30.0,18.0,7.0,33.3,34.3,8.0,50.0,38.6,19.0,1.0,5.3,0.0,6.0
a56ee66f50,485fc897ab,90,10.0,5.0,5.0,60.0,Away,4.9,8.0,16.0,50.0,16.0,4.0,56.3,41.2,7.0,100.0,58.7,11.0,0.0,0.0,1.0,17.7
3f65cb5e0c,0017e6da6a,90,7.0,3.0,4.0,57.1,Home,2.1,2.0,9.0,22.2,22.0,11.0,18.2,27.9,8.0,62.5,43.6,10.0,0.0,0.0,1.0,34.0
3f65cb5e0c,f333b64ff0,90,5.0,0.0,5.0,100.0,Away,0.8,6.0,24.0,25.0,19.0,1.0,78.9,53.6,12.0,75.0,60.2,18.0,0.0,0.0,0.0,15.0
1f2ee3fbef,7f36ce0f55,90,0.0,0.0,0.0,,Home,0.0,6.0,20.0,30.0,34.0,6.0,52.9,40.5,5.0,40.0,35.2,12.0,2.0,16.7,2.0,14.6
1f2ee3fbef,9e4cdbb9c9,90,5.0,1.0,4.0,80.0,Away,1.0,3.0,8.0,37.5,21.0,6.0,23.8,33.2,11.0,27.3,34.1,11.0,1.0,9.1,0.0,8.5
055f8d59b3,8ab854fea9,90,5.0,0.0,5.0,100.0,Home,0.4,10.0,16.0,62.5,24.0,10.0,45.8,35.7,13.0,38.5,39.2,11.0,0.0,0.0,1.0,13.7
055f8d59b3,36ad9740f9,90,4.0,0.0,4.0,100.0,Away,0.6,5.0,6.0,83.3,20.0,8.0,10.0,24.0,13.0,30.8,35.2,12.0,2.0,16.7,0.0,7.0
b66e9f7f4d,f333b64ff0,90,0.0,0.0,0.0,,Home,0.0,4.0,6.0,66.7,27.0,2.0,22.2,29.8,3.0,0.0,25.3,6.0,0.0,0.0,5.0,24.6
b66e9f7f4d,56c226268f,90,3.0,0.0,3.0,100.0,Away,0.3,8.0,22.0,36.4,23.0,2.0,47.8,38.4,12.0,91.7,53.7,19.0,3.0,15.8,0.0,4.8
55fd9d92bd,7f36ce0f55,90,1.0,0.0,1.0,100.0,Home,0.1,5.0,8.0,62.5,30.0,10.0,23.3,31.3,6.0,16.7,30.5,13.0,2.0,15.4,2.0,13.3
55fd9d92bd,1c75af77ad,90,2.0,0.0,2.0,100.0,Away,0.3,4.0,21.0,19.0,21.0,3.0,61.9,45.6,8.0,100.0,63.1,18.0,3.0,16.7,1.0,10.2
ac70c532a8,865a4662b9,90,4.0,2.0,2.0,50.0,Home,1.8,3.0,11.0,27.3,26.0,4.0,34.6,34.2,11.0,18.2,26.5,16.0,0.0,0.0,0.0,10.5
ac70c532a8,76b1ac87aa,90,5.0,2.0,3.0,60.0,Away,1.3,9.0,19.0,47.4,17.0,0.0,82.4,49.8,5.0,100.0,61.4,19.0,0.0,0.0,0.0,6.0
c10bf352c4,7e5179d80d,90,6.0,2.0,4.0,66.7,Home,3.1,7.0,28.0,25.0,29.0,7.0,58.6,42.1,18.0,61.1,46.4,9.0,0.0,0.0,5.0,28.3
c10bf352c4,f333b64ff0,90,2.0,0.0,2.0,100.0,Away,0.5,12.0,20.0,60.0,21.0,1.0,61.9,48.0,7.0,100.0,71.3,13.0,1.0,7.7,0.0,7.0
320dce450f,7f36ce0f55,90,4.0,3.0,1.0,25.0,Home,2.9,5.0,7.0,71.4,16.0,5.0,37.5,36.5,5.0,20.0,28.0,5.0,2.0,40.0,0.0,7.5
320dce450f,8ab854fea9,90,3.0,1.0,2.0,66.7,Away,0.4,9.0,15.0,60.0,34.0,9.0,23.5,32.5,10.0,70.0,46.0,14.0,1.0,7.1,0.0,4.0
79df26804c,a037f5e7b6,90,4.0,3.0,1.0,50.0,Home,2.1,5.0,7.0,71.4,18.0,5.0,33.3,32.3,4.0,25.0,28.8,11.0,0.0,0.0,1.0,14.0
79df26804c,1c75af77ad,90,3.0,1.0,2.0,66.7,Away,0.8,13.0,26.0,50.0,18.0,1.0,94.4,52.2,10.0,90.0,58.9,22.0,2.0,9.1,2.0,18.3
0ec7be84cd,9e4cdbb9c9,90,6.0,1.0,5.0,83.3,Home,1.1,7.0,21.0,33.3,30.0,8.0,50.0,43.9,9.0,66.7,48.0,25.0,2.0,8.0,2.0,15.2
0ec7be84cd,76b1ac87aa,90,5.0,1.0,4.0,80.0,Away,1.5,2.0,16.0,12.5,18.0,1.0,77.8,52.1,4.0,50.0,43.8,14.0,1.0,7.1,0.0,7.3
70c32450d5,9701aa2ec8,90,2.0,0.0,2.0,100.0,Home,0.1,6.0,11.0,54.5,44.0,4.0,22.7,26.9,4.0,25.0,31.8,6.0,0.0,0.0,2.0,22.0
70c32450d5,1c75af77ad,90,8.0,2.0,6.0,75.0,Away,1.7,7.0,18.0,38.9,37.0,12.0,37.8,35.3,8.0,50.0,35.8,18.0,3.0,16.7,1.0,11.1
93200a8c2e,0017e6da6a,90,4.0,0.0,4.0,100.0,Home,0.6,3.0,8.0,37.5,24.0,7.0,16.7,27.2,9.0,44.4,37.8,10.0,1.0,10.0,0.0,10.3
93200a8c2e,f3ce6bc634,90,4.0,0.0,4.0,100.0,Away,0.5,4.0,8.0,50.0,21.0,4.0,38.1,35.0,5.0,0.0,31.2,9.0,0.0,0.0,0.0,11.0
424cb75d71,8a6bf62352,90,5.0,1.0,4.0,80.0,Home,0.8,12.0,24.0,50.0,19.0,2.0,78.9,49.5,9.0,100.0,53.4,13.0,2.0,15.4,0.0,6.0
424cb75d71,8ab854fea9,90,12.0,3.0,9.0,75.0,Away,2.7,2.0,7.0,28.6,21.0,9.0,28.6,32.8,4.0,25.0,30.3,17.0,2.0,11.8,2.0,13.4
34e5df0a9d,05b83e9b5c,90,3.0,1.0,2.0,66.7,Home,1.3,3.0,3.0,100.0,16.0,5.0,12.5,25.9,7.0,14.3,28.1,8.0,0.0,0.0,0.0,
34e5df0a9d,63fe110f05,90,5.0,1.0,4.0,80.0,Away,1.5,5.0,19.0,26.3,26.0,4.0,42.3,38.0,12.0,66.7,49.7,16.0,1.0,6.3,0.0,3.5
ef056e2442,1c75af77ad,90,1.0,1.0,0.0,0.0,Home,0.6,10.0,17.0,58.8,27.0,7.0,37.0,32.0,8.0,87.5,59.0,9.0,1.0,11.1,2.0,16.2
ef056e2442,cc4c147af7,90,6.0,3.0,3.0,66.7,Away,3.0,4.0,18.0,22.2,24.0,10.0,45.8,43.1,7.0,100.0,63.0,22.0,2.0,9.1,0.0,11.0
a0def23249,8a6bf62352,90,3.0,3.0,0.0,33.3,Home,2.2,7.0,12.0,58.3,18.0,6.0,33.3,32.7,10.0,60.0,41.0,10.0,0.0,0.0,0.0,9.0
a0def23249,5621656de7,90,7.0,3.0,4.0,71.4,Away,1.4,10.0,31.0,32.3,38.0,4.0,65.8,44.3,6.0,100.0,55.3,23.0,3.0,13.0,2.0,11.6
d1bae238ba,76b1ac87aa,90,3.0,1.0,2.0,66.7,Home,1.2,8.0,18.0,44.4,21.0,3.0,61.9,41.4,8.0,62.5,50.1,9.0,1.0,11.1,1.0,16.0
d1bae238ba,0cf453a509,90,2.0,0.0,2.0,100.0,Away,0.3,6.0,21.0,28.6,24.0,2.0,66.7,48.7,5.0,100.0,70.8,15.0,1.0,6.7,2.0,21.3
422d2e8099,cc4c147af7,90,2.0,0.0,2.0,100.0,Home,0.1,7.0,27.0,25.9,42.0,5.0,47.6,38.7,7.0,100.0,61.3,9.0,0.0,0.0,2.0,17.8
422d2e8099,56c226268f,90,4.0,0.0,4.0,100.0,Away,0.9,0.0,7.0,0.0,17.0,10.0,17.6,27.4,9.0,44.4,43.8,13.0,1.0,7.7,3.0,20.5
afec976c3a,b0fabda09c,90,4.0,1.0,3.0,75.0,Home,1.1,3.0,5.0,60.0,13.0,8.0,23.1,26.5,8.0,25.0,28.3,16.0,3.0,18.8,1.0,18.6
afec976c3a,485fc897ab,90,4.0,1.0,3.0,100.0,Away,1.5,8.0,16.0,50.0,25.0,6.0,44.0,40.1,15.0,33.3,37.3,12.0,0.0,0.0,1.0,17.5
a4302f21be,0cf453a509,90,6.0,3.0,3.0,50.0,Home,2.2,3.0,7.0,42.9,25.0,6.0,20.0,29.6,5.0,40.0,39.8,6.0,0.0,0.0,1.0,15.0
a4302f21be,324faf4ef1,90,3.0,0.0,3.0,100.0,Away,0.3,11.0,25.0,44.0,35.0,13.0,45.7,36.9,13.0,69.2,49.6,18.0,3.0,16.7,1.0,8.0
94c1a1e663,05b83e9b5c,90,4.0,0.0,4.0,100.0,Home,0.5,15.0,20.0,75.0,19.0,3.0,47.4,35.7,11.0,100.0,65.5,15.0,0.0,0.0,0.0,
94c1a1e663,cc4c147af7,90,3.0,2.0,1.0,66.7,Away,2.0,7.0,22.0,31.8,30.0,4.0,50.0,42.7,8.0,87.5,59.0,11.0,0.0,0.0,1.0,17.0
f3833d5941,56c226268f,90,3.0,1.0,2.0,66.7,Home,1.1,9.0,21.0,42.9,32.0,2.0,56.3,43.1,9.0,33.3,39.2,10.0,0.0,0.0,1.0,19.3
f3833d5941,36ad9740f9,90,5.0,1.0,4.0,80.0,Away,1.5,3.0,11.0,27.3,43.0,6.0,18.6,26.7,6.0,50.0,41.2,11.0,1.0,9.1,1.0,13.3
93ff4a93ae,cc4c147af7,90,4.0,0.0,4.0,100.0,Home,1.2,12.0,29.0,41.4,44.0,2.0,56.8,43.3,4.0,100.0,64.8,9.0,1.0,11.1,1.0,15.8
93ff4a93ae,865a4662b9,90,4.0,1.0,3.0,75.0,Away,1.1,4.0,12.0,33.3,36.0,2.0,27.8,32.3,7.0,28.6,33.0,13.0,0.0,0.0,0.0,12.0
1f1341f86b,76b1ac87aa,90,1.0,1.0,0.0,0.0,Home,1.0,8.0,17.0,47.1,19.0,7.0,47.4,42.2,11.0,72.7,54.0,11.0,1.0,9.1,2.0,18.6
1f1341f86b,b0fabda09c,90,3.0,1.0,2.0,66.7,Away,1.2,5.0,14.0,35.7,23.0,13.0,34.8,33.6,11.0,54.5,41.1,19.0,1.0,5.3,1.0,12.0
9a56359c72,324faf4ef1,90,3.0,0.0,3.0,100.0,Home,0.3,9.0,9.0,100.0,28.0,5.0,28.6,29.3,6.0,16.7,28.3,12.0,0.0,0.0,1.0,23.0
9a56359c72,1c75af77ad,90,0.0,0.0,0.0,,Away,0.0,9.0,36.0,25.0,37.0,3.0,67.6,43.8,13.0,84.6,62.2,11.0,0.0,0.0,0.0,7.9
e78916e3a3,5621656de7,90,6.0,0.0,6.0,100.0,Home,1.0,11.0,24.0,45.8,28.0,3.0,64.3,46.1,6.0,100.0,65.8,19.0,2.0,10.5,0.0,7.3
e78916e3a3,56c226268f,90,5.0,3.0,2.0,60.0,Away,1.5,0.0,2.0,0.0,19.0,5.0,5.3,24.4,4.0,25.0,36.3,6.0,1.0,16.7,2.0,13.4
