PlayerID,Season,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
a83795cd07,2018-2019,0.13,0.25,0.38,0.13,0.38,0.17,0.26,0.43,0.17,0.43
7bddb2905e,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6c6eebee32,2018-2019,0.09,0.09,0.17,0.09,0.17,0.03,0.08,0.11,0.03,0.11
6dd2c336ba,2018-2019,0.19,0.00,0.19,0.19,0.19,0.06,0.01,0.07,0.06,0.07
79edd9c466,2018-2019,0.19,0.00,0.19,0.19,0.19,0.37,0.04,0.41,0.37,0.41
f5876e7af9,2018-2019,0.00,0.27,0.27,0.00,0.27,0.08,0.23,0.31,0.08,0.31
3fa3de1d9a,2018-2019,0.00,0.28,0.28,0.00,0.28,0.09,0.34,0.42,0.09,0.42
05d27427bf,2018-2019,0.24,0.00,0.24,0.24,0.24,0.28,0.02,0.29,0.28,0.29
9aef1d6e19,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
721bf01acf,2018-2019,0.65,0.14,0.79,0.62,0.76,0.56,0.11,0.67,0.52,0.63
8c82dc773e,2018-2019,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10
0be3d61fc9,2018-2019,0.23,0.00,0.23,0.23,0.23,0.24,0.02,0.26,0.24,0.26
628abf132e,2018-2019,0.12,0.00,0.12,0.12,0.12,0.10,0.09,0.19,0.10,0.19
b0906b6c68,2018-2019,0.57,0.07,0.65,0.50,0.57,0.48,0.16,0.64,0.43,0.58
e7be5e97af,2018-2019,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29
a30d8f743f,2018-2019,0.12,0.36,0.48,0.12,0.48,0.11,0.05,0.15,0.11,0.15
6f1dc41d56,2018-2019,0.00,0.25,0.25,0.00,0.25,0.02,0.31,0.33,0.02,0.33
c131f9b8d9,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d2d5862077,2018-2019,0.43,0.00,0.43,0.43,0.43,0.24,0.40,0.65,0.24,0.65
e12ef48c87,2018-2019,0.49,0.16,0.65,0.49,0.65,0.33,0.15,0.48,0.33,0.48
4b94613073,2018-2019,0.05,0.16,0.21,0.05,0.21,0.05,0.05,0.09,0.05,0.09
bf1e399151,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
71537c591f,2018-2019,0.00,0.00,0.00,0.00,0.00,0.23,0.20,0.44,0.23,0.44
7da6429ecc,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23
198c6140c4,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
a5641928d1,2018-2019,0.00,0.00,0.00,0.00,0.00,0.16,0.28,0.43,0.16,0.43
11889cca63,2018-2019,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.10,0.08,0.10
0c585984cb,2018-2019,0.30,0.30,0.61,0.30,0.61,0.25,0.39,0.65,0.15,0.54
1a3f22b26b,2018-2019,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
0d4609185a,2018-2019,0.00,0.10,0.10,0.00,0.10,0.06,0.15,0.21,0.06,0.21
e472f4d5f5,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
6279ad2b9d,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121e7753f7,2018-2019,0.59,0.13,0.72,0.52,0.65,0.45,0.10,0.54,0.34,0.44
541b8d5794,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
e796fe766f,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8a729e94b7,2018-2019,0.34,0.17,0.51,0.34,0.51,0.41,0.10,0.51,0.41,0.51
1fdf109eff,2018-2019,0.00,0.00,0.00,0.00,0.00,1.24,0.21,1.45,1.24,1.45
14a3d19c41,2018-2019,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
498eb1b643,2018-2019,0.23,0.06,0.29,0.23,0.29,0.34,0.19,0.54,0.34,0.54
b27c9e8a44,2018-2019,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.04,0.03,0.04
9644b64e4c,2018-2019,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06
542921ac08,2018-2019,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
41bca2469b,2018-2019,0.29,0.10,0.38,0.29,0.38,0.13,0.09,0.22,0.13,0.22
f848017687,2018-2019,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20
62eb1cec63,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
952db8f1bf,2018-2019,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
2b2d32fa23,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
0b2ee080aa,2018-2019,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09
62ca7f0086,2018-2019,0.05,0.11,0.16,0.05,0.16,0.10,0.08,0.18,0.10,0.18
0c50ee5509,2018-2019,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16
1b286646fe,2018-2019,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
e926075e57,2018-2019,0.15,0.29,0.44,0.15,0.44,0.18,0.17,0.35,0.18,0.35
ac4041fe76,2018-2019,0.30,0.04,0.35,0.30,0.35,0.22,0.05,0.27,0.22,0.27
763487878e,2018-2019,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.10,0.04,0.10
5d4c8be9fe,2018-2019,0.14,0.18,0.32,0.14,0.32,0.10,0.20,0.31,0.10,0.31
b2ecae5b4d,2018-2019,0.45,0.23,0.68,0.42,0.65,0.44,0.27,0.71,0.37,0.64
e602275a61,2018-2019,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
54ea0eb578,2018-2019,0.03,0.14,0.17,0.03,0.17,0.02,0.11,0.13,0.02,0.13
7112035dbd,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
fb67871c6f,2018-2019,0.03,0.00,0.03,0.03,0.03,0.10,0.01,0.12,0.10,0.11
f348ba948e,2018-2019,0.26,0.00,0.26,0.26,0.26,0.05,0.02,0.07,0.05,0.07
ac70b32954,2018-2019,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.11,0.06,0.11
3c29695541,2018-2019,0.05,0.00,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11
ecf7e01a2e,2018-2019,0.35,0.41,0.76,0.20,0.61,0.37,0.30,0.68,0.23,0.54
78f6e5c2cf,2018-2019,0.08,0.08,0.15,0.08,0.15,0.03,0.18,0.21,0.03,0.21
fca4a42853,2018-2019,0.09,0.05,0.14,0.09,0.14,0.09,0.01,0.10,0.09,0.10
20fa233d8f,2018-2019,0.05,0.00,0.05,0.05,0.05,0.09,0.06,0.15,0.09,0.15
30cb45049e,2018-2019,0.18,0.00,0.18,0.18,0.18,0.07,0.08,0.15,0.07,0.15
67c804a234,2018-2019,0.39,0.00,0.39,0.39,0.39,0.25,0.02,0.27,0.25,0.27
0930292f1a,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54de4d581d,2018-2019,0.11,0.22,0.32,0.11,0.32,0.23,0.23,0.46,0.23,0.46
f8725ec69f,2018-2019,0.18,0.07,0.26,0.04,0.11,0.16,0.09,0.25,0.04,0.13
dd1e1aacd3,2018-2019,0.04,0.04,0.09,0.04,0.09,0.07,0.09,0.16,0.07,0.16
d42788b183,2018-2019,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
0e2fcd3aee,2018-2019,0.17,0.17,0.33,0.17,0.33,0.10,0.15,0.25,0.10,0.25
5b30e91d0d,2018-2019,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.08,0.03,0.08
0d33d32c9e,2018-2019,0.17,0.25,0.42,0.17,0.42,0.16,0.33,0.49,0.16,0.49
532f5b2a73,2018-2019,1.00,0.20,1.21,0.20,0.40,1.15,0.07,1.23,0.52,0.59
c995555c26,2018-2019,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
f92aac3c09,2018-2019,0.03,0.00,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.04
de0641cb31,2018-2019,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00
b6ddce0adb,2018-2019,0.06,0.00,0.06,0.06,0.06,0.06,0.15,0.21,0.06,0.21
e88af142fa,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86e62add7f,2018-2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9faa60eec1,2018-2019,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06
f763308d58,2018-2019,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.26,0.24,0.26
49bda4175c,2018-2019,0.00,0.00,0.00,0.00,0.00,0.64,0.03,0.66,0.64,0.66
e9439c1917,2018-2019,0.26,0.10,0.36,0.26,0.36,0.40,0.09,0.49,0.40,0.49
db3c5e6267,2018-2019,0.05,0.11,0.16,0.05,0.16,0.08,0.07,0.15,0.08,0.15
a543cf0e2b,2018-2019,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
bbb87cb153,2018-2019,0.29,0.00,0.29,0.29,0.29,0.09,0.32,0.40,0.09,0.40
5192637a6f,2018-2019,0.20,0.13,0.33,0.13,0.26,0.29,0.06,0.35,0.23,0.30
27f833cbf8,2018-2019,0.00,0.14,0.14,0.00,0.14,0.22,0.35,0.56,0.22,0.56
a4c5df0fc3,2019-2020,0.00,0.21,0.21,0.00,0.21,0.11,0.20,0.32,0.11,0.32
5e37630ede,2019-2020,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.19,0.12,0.19
72dae7d4a5,2019-2020,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
9756d5f427,2019-2020,0.23,0.00,0.23,0.23,0.23,0.41,0.06,0.47,0.41,0.47
b08befd3ea,2019-2020,0.00,0.08,0.08,0.00,0.08,0.04,0.07,0.11,0.04,0.11
0aef91041c,2019-2020,0.23,0.12,0.35,0.12,0.23,0.50,0.06,0.56,0.22,0.29
03ac1f0672,2019-2020,0.15,0.07,0.22,0.15,0.22,0.04,0.02,0.06,0.04,0.06
0738e51d2a,2019-2020,0.36,0.26,0.62,0.36,0.62,0.24,0.14,0.38,0.24,0.38
eb838f6b64,2019-2020,0.09,0.00,0.09,0.09,0.09,0.08,0.00,0.08,0.08,0.08
d78b0e1e14,2019-2020,0.12,0.25,0.37,0.12,0.37,0.13,0.25,0.38,0.13,0.38
7e1d22bb3c,2019-2020,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
b1949aa7ba,2019-2020,0.22,0.15,0.37,0.15,0.30,0.28,0.18,0.46,0.22,0.40
6d93377e2c,2019-2020,0.25,0.37,0.62,0.25,0.62,0.05,0.33,0.38,0.05,0.38
2973160360,2019-2020,0.24,0.24,0.48,0.24,0.48,0.23,0.16,0.38,0.23,0.38
0dfff9ff87,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
90b86a4341,2019-2020,0.20,0.05,0.24,0.20,0.24,0.06,0.06,0.12,0.06,0.12
fc25621715,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
0e6d41aee4,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
bd369d34a0,2019-2020,0.28,0.00,0.28,0.28,0.28,0.35,0.14,0.49,0.35,0.49
bec6177b4b,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
678d5c85dc,2019-2020,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15
186e2f914d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f8acde74cb,2019-2020,0.09,0.09,0.18,0.09,0.18,0.13,0.13,0.26,0.13,0.26
74e054f31d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
1a7089cfbe,2019-2020,1.55,0.00,1.55,1.55,1.55,0.82,0.23,1.04,0.82,1.04
b7189c3c0b,2019-2020,0.00,0.00,0.00,0.00,0.00,0.29,0.07,0.36,0.29,0.36
2b34c153de,2019-2020,0.00,0.00,0.00,0.00,0.00,0.36,0.02,0.38,0.36,0.38
5894f911f3,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1e76d4a4b2,2019-2020,0.16,0.12,0.28,0.16,0.28,0.12,0.08,0.20,0.12,0.20
ebc4fd414a,2019-2020,0.09,0.09,0.18,0.09,0.18,0.02,0.14,0.16,0.02,0.16
3c41be10c0,2019-2020,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06
6c4301f138,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
971aa4940b,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
5221bc43b3,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
bbc1f04abf,2019-2020,0.15,0.10,0.25,0.15,0.25,0.24,0.11,0.35,0.24,0.35
d0c313d6d2,2019-2020,0.04,0.04,0.08,0.04,0.08,0.02,0.05,0.07,0.02,0.07
6552be906e,2019-2020,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
acd832d3c2,2019-2020,0.37,0.18,0.55,0.37,0.55,0.26,0.09,0.35,0.26,0.35
15c47d7321,2019-2020,0.18,0.00,0.18,0.18,0.18,0.08,0.08,0.16,0.08,0.16
bf09a640d0,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45c4d2fb6f,2019-2020,0.55,0.16,0.71,0.55,0.71,0.26,0.21,0.47,0.26,0.47
13ac0fbd6f,2019-2020,0.04,0.16,0.21,0.04,0.21,0.02,0.13,0.14,0.02,0.14
8720c8e426,2019-2020,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
7723cdc213,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
f6c522e279,2019-2020,0.18,0.00,0.18,0.18,0.18,0.11,0.08,0.19,0.11,0.19
450513fb2a,2019-2020,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
52dc419895,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
e39b6d6eac,2019-2020,0.00,0.00,0.00,0.00,0.00,0.34,0.02,0.35,0.34,0.35
fcc99799bd,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
fde0294d2a,2019-2020,0.65,0.00,0.65,0.65,0.65,0.42,0.08,0.50,0.42,0.50
538a0f09f3,2019-2020,0.28,0.00,0.28,0.28,0.28,0.31,0.04,0.35,0.31,0.35
80c3d2a651,2019-2020,0.43,0.00,0.43,0.43,0.43,0.28,0.14,0.42,0.28,0.42
c2ca86a848,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
3ad1dab112,2019-2020,0.32,0.19,0.51,0.32,0.51,0.22,0.13,0.35,0.22,0.35
8f4266571c,2019-2020,0.00,0.36,0.36,0.00,0.36,0.03,0.07,0.10,0.03,0.10
4579cd36e2,2019-2020,0.00,0.28,0.28,0.00,0.28,0.03,0.16,0.19,0.03,0.19
f7fe549e3c,2019-2020,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
13686bdb83,2019-2020,0.00,0.04,0.04,0.00,0.04,0.00,0.02,0.02,0.00,0.02
9212cc673d,2019-2020,0.12,0.16,0.29,0.08,0.24,0.12,0.12,0.25,0.09,0.21
81c3aad1c8,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17021fa832,2019-2020,0.11,0.04,0.15,0.11,0.15,0.08,0.04,0.12,0.08,0.12
2654131090,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
41c724f039,2019-2020,0.39,0.09,0.48,0.35,0.43,0.36,0.12,0.48,0.32,0.44
f17b6511cf,2019-2020,0.17,0.21,0.39,0.17,0.39,0.26,0.23,0.48,0.26,0.48
b21ba9580d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
c0575c0703,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365cc9fdbf,2019-2020,0.00,0.16,0.16,0.00,0.16,0.04,0.02,0.06,0.04,0.06
ed13370cd9,2019-2020,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.09,0.09,0.09
c1f7bffe9d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
453da9aef6,2019-2020,0.07,0.11,0.18,0.07,0.18,0.05,0.16,0.21,0.05,0.21
11941b6fc1,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1f492b4174,2019-2020,0.50,0.05,0.55,0.50,0.55,0.33,0.13,0.47,0.33,0.47
0bd6ed0cce,2019-2020,0.15,0.00,0.15,0.15,0.15,0.06,0.03,0.09,0.06,0.09
17c908f6f9,2019-2020,0.08,0.00,0.08,0.08,0.08,0.09,0.15,0.24,0.09,0.24
5fb4e8879d,2019-2020,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
3f6e24cd9a,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8135d01a82,2019-2020,0.17,0.33,0.50,0.17,0.50,0.20,0.27,0.47,0.20,0.47
855130d3f9,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
b546dadc3d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1d0319f808,2019-2020,0.13,0.32,0.45,0.13,0.45,0.05,0.13,0.18,0.05,0.18
5d3c48ac33,2019-2020,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
7eb6cda3fd,2019-2020,0.57,0.29,0.86,0.57,0.86,0.29,0.19,0.48,0.29,0.48
7304d8d10b,2019-2020,0.00,0.65,0.65,0.00,0.65,0.11,0.37,0.48,0.11,0.48
8b05558666,2019-2020,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
bf6284e291,2019-2020,0.00,0.00,0.00,0.00,0.00,0.29,0.04,0.33,0.29,0.33
14709ca367,2019-2020,0.04,0.11,0.15,0.04,0.15,0.04,0.10,0.14,0.04,0.14
716f5e4ce9,2019-2020,0.13,0.32,0.45,0.13,0.45,0.04,0.18,0.22,0.04,0.22
3227552d0d,2019-2020,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09
877a87981e,2019-2020,0.79,0.00,0.79,0.79,0.79,0.59,0.02,0.61,0.59,0.61
1309fe5816,2019-2020,0.13,0.65,0.77,0.13,0.77,0.19,0.40,0.59,0.19,0.59
81d941144f,2019-2020,0.00,0.18,0.18,0.00,0.18,0.02,0.19,0.22,0.02,0.22
60a81b7566,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5018aeb046,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
b4350b65e4,2019-2020,0.04,0.04,0.08,0.04,0.08,0.08,0.05,0.14,0.08,0.14
d7113387f5,2019-2020,0.00,0.28,0.28,0.00,0.28,0.18,0.20,0.38,0.18,0.38
47169253fc,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45c3ba78de,2019-2020,0.21,0.00,0.21,0.21,0.21,0.43,0.10,0.52,0.43,0.52
03f7f813cd,2019-2020,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.03,0.01,0.03
d44b51e11b,2019-2020,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01
fc2457b84b,2019-2020,0.00,0.07,0.07,0.00,0.07,0.03,0.04,0.07,0.03,0.07
cc1358d0f3,2019-2020,0.00,0.05,0.05,0.00,0.05,0.01,0.00,0.02,0.01,0.02
d2f7bfb9e3,2019-2020,0.03,0.17,0.21,0.03,0.21,0.03,0.09,0.12,0.03,0.12
e96d5368e5,2019-2020,0.00,0.12,0.12,0.00,0.12,0.06,0.23,0.30,0.06,0.30
92cd58eb2d,2019-2020,0.05,0.00,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11
7f1bfe56fe,2019-2020,0.00,0.00,0.00,0.00,0.00,0.81,0.14,0.95,0.81,0.95
5079ef5473,2019-2020,0.77,0.30,1.07,0.64,0.95,0.50,0.17,0.67,0.40,0.57
4639ae6394,2019-2020,0.11,0.11,0.22,0.11,0.22,0.35,0.20,0.55,0.35,0.55
b5ffb6ab62,2019-2020,0.14,0.18,0.32,0.14,0.32,0.14,0.10,0.25,0.14,0.25
b2c703bede,2019-2020,0.21,0.07,0.28,0.00,0.07,0.22,0.09,0.30,0.05,0.14
bc00e543b4,2019-2020,0.12,0.12,0.23,0.12,0.23,0.27,0.11,0.38,0.27,0.38
87ace5442d,2019-2020,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
3ed21b6ac4,2019-2020,0.00,0.14,0.14,0.00,0.14,0.04,0.12,0.16,0.04,0.16
96d17365c5,2019-2020,0.05,0.05,0.10,0.05,0.10,0.04,0.08,0.12,0.04,0.12
8fec05e279,2019-2020,0.15,0.15,0.29,0.15,0.29,0.12,0.21,0.32,0.12,0.32
1804573506,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
886cc47553,2019-2020,0.00,0.09,0.09,0.00,0.09,0.00,0.09,0.10,0.00,0.10
cc75591259,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ae529033c1,2019-2020,0.00,0.13,0.13,0.00,0.13,0.03,0.07,0.09,0.03,0.09
f8bd0eea32,2019-2020,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22
899026cfe8,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03
f18a42ac0d,2019-2020,0.08,0.08,0.15,0.08,0.15,0.08,0.03,0.11,0.08,0.11
3a246a5546,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7ca975177f,2019-2020,0.37,0.00,0.37,0.37,0.37,0.48,0.07,0.55,0.48,0.55
7c4f75557f,2019-2020,0.45,0.17,0.62,0.45,0.62,0.43,0.06,0.49,0.43,0.49
7083dec959,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
348691ac68,2019-2020,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
67984d0c96,2019-2020,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.07,0.03,0.07
08761b0dc6,2019-2020,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07
ec5771bb39,2019-2020,0.00,0.08,0.08,0.00,0.08,0.01,0.06,0.07,0.01,0.07
d458793eca,2019-2020,0.13,0.04,0.17,0.13,0.17,0.08,0.04,0.12,0.08,0.12
4f0f983667,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21
54753f3504,2019-2020,1.98,0.00,1.98,1.98,1.98,2.49,0.03,2.52,2.49,2.52
66ce5a820b,2019-2020,0.07,0.00,0.07,0.07,0.07,0.06,0.00,0.06,0.06,0.06
39b1c04596,2019-2020,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.08,0.02,0.08
286ba88ed2,2019-2020,0.38,0.16,0.54,0.38,0.54,0.28,0.20,0.48,0.28,0.48
2c89fd4acc,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
a8d19620a9,2019-2020,0.32,0.00,0.32,0.24,0.24,0.26,0.12,0.38,0.20,0.32
d2eb2a2ff2,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09c87bb0d1,2019-2020,0.22,0.29,0.51,0.22,0.51,0.11,0.18,0.28,0.11,0.28
2236f90f29,2019-2020,0.00,0.96,0.96,0.00,0.96,0.44,0.87,1.32,0.44,1.32
8ce7b8c479,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
b321156c2c,2019-2020,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.72,0.72,0.72
5d1baa3b80,2019-2020,0.11,0.00,0.11,0.11,0.11,0.09,0.07,0.16,0.09,0.16
327260b1fe,2019-2020,0.00,0.00,0.00,0.00,0.00,0.29,0.12,0.41,0.29,0.41
6005be33fb,2019-2020,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
ddc8912ddd,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
b43571757b,2019-2020,0.00,0.06,0.06,0.00,0.06,0.03,0.08,0.10,0.03,0.10
653f1f05ed,2019-2020,0.00,0.23,0.23,0.00,0.23,0.11,0.11,0.22,0.11,0.22
4e393e7be5,2019-2020,0.69,0.00,0.69,0.69,0.69,0.69,0.06,0.75,0.62,0.68
b35572eae1,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
58a527355a,2019-2020,0.28,0.42,0.71,0.28,0.71,0.37,0.25,0.62,0.37,0.62
3eaaf1d1e0,2019-2020,0.17,0.34,0.51,0.17,0.51,0.12,0.05,0.17,0.12,0.17
1dda812e2a,2019-2020,0.00,0.54,0.54,0.00,0.54,0.28,0.03,0.31,0.28,0.31
67e3d2ec36,2019-2020,0.38,0.00,0.38,0.38,0.38,0.31,0.06,0.37,0.31,0.37
e8cf5249be,2019-2020,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
8811edc4b7,2019-2020,0.00,0.35,0.35,0.00,0.35,0.01,0.18,0.19,0.01,0.19
388e27e7cd,2019-2020,0.33,0.14,0.47,0.33,0.47,0.29,0.17,0.46,0.29,0.46
6e95b7453a,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
6f86bfbef2,2019-2020,0.27,0.00,0.27,0.00,0.00,0.24,0.00,0.24,0.02,0.02
2c267a268f,2019-2020,0.04,0.11,0.14,0.04,0.14,0.04,0.04,0.07,0.04,0.07
411c27961a,2019-2020,0.10,0.10,0.19,0.10,0.19,0.24,0.11,0.35,0.24,0.35
089668b941,2019-2020,0.00,0.14,0.14,0.00,0.14,0.01,0.12,0.12,0.01,0.12
936cb10694,2019-2020,0.14,0.14,0.27,0.00,0.14,0.15,0.15,0.30,0.04,0.19
4998af1f48,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4a4c592d74,2019-2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9fc73a70fc,2019-2020,0.94,0.00,0.94,0.94,0.94,1.08,0.00,1.08,1.08,1.08
