PlayerID,Season,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
f7214ddb38,2017-2018,0.00,0.00,0.00,0.00,0.00,0.44,0.07,0.51,0.44,0.51
0ab5293a75,2017-2018,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.25,0.22,0.25
a53d33b628,2017-2018,0.08,0.31,0.39,0.08,0.39,0.13,0.18,0.31,0.13,0.31
a3e3504f67,2017-2018,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05
17840924c8,2017-2018,0.10,0.00,0.10,0.10,0.10,0.12,0.00,0.12,0.12,0.12
c508b05c9d,2017-2018,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06
b254ef47fa,2017-2018,0.30,0.15,0.44,0.30,0.44,0.43,0.12,0.55,0.43,0.55
a27d698e4a,2017-2018,0.08,0.08,0.15,0.08,0.15,0.33,0.01,0.34,0.17,0.17
6946bff65f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
cfa5fe9de1,2017-2018,0.00,0.00,0.00,0.00,0.00,0.18,0.33,0.51,0.18,0.51
3223c2dab3,2017-2018,0.21,0.21,0.42,0.21,0.42,0.18,0.11,0.29,0.18,0.29
e9419bb1f4,2017-2018,0.23,0.10,0.33,0.23,0.33,0.24,0.10,0.34,0.24,0.34
be4b463a3f,2017-2018,0.20,0.00,0.20,0.20,0.20,0.14,0.10,0.23,0.14,0.23
d79b0dc742,2017-2018,0.15,0.08,0.23,0.15,0.23,0.16,0.10,0.26,0.16,0.26
71078527ae,2017-2018,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08
64ec9573c8,2017-2018,0.00,0.13,0.13,0.00,0.13,0.01,0.16,0.17,0.01,0.17
b1aea3b971,2017-2018,0.00,0.27,0.27,0.00,0.27,0.01,0.16,0.17,0.01,0.17
cd62a98df0,2017-2018,0.21,0.14,0.34,0.21,0.34,0.22,0.06,0.29,0.22,0.29
5d96be5d7c,2017-2018,0.06,0.00,0.06,0.06,0.06,0.01,0.00,0.01,0.01,0.01
60199178bd,2017-2018,0.04,0.09,0.13,0.04,0.13,0.08,0.07,0.15,0.08,0.15
15e0c3a68d,2017-2018,0.00,0.15,0.15,0.00,0.15,0.05,0.09,0.13,0.05,0.13
c1b9895b48,2017-2018,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
ac2199fe2b,2017-2018,0.27,0.19,0.46,0.27,0.46,0.38,0.16,0.53,0.38,0.53
83986dc70c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
c419bc0439,2017-2018,0.09,0.17,0.26,0.09,0.26,0.05,0.04,0.09,0.05,0.09
22e98105c2,2017-2018,0.18,0.18,0.36,0.18,0.36,0.17,0.09,0.26,0.17,0.26
56cd296e75,2017-2018,0.00,0.00,0.00,0.00,0.00,0.06,0.22,0.27,0.06,0.27
4b67881d44,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
814f4b42c5,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
af2c65a56e,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
416a716f41,2017-2018,0.10,0.20,0.30,0.10,0.30,0.08,0.14,0.22,0.08,0.22
ea0c928d51,2017-2018,0.51,0.09,0.60,0.51,0.60,0.40,0.10,0.50,0.40,0.50
0294b408b9,2017-2018,0.00,0.03,0.03,0.00,0.03,0.06,0.01,0.07,0.06,0.07
202639be47,2017-2018,0.03,0.00,0.03,0.03,0.03,0.10,0.00,0.11,0.10,0.11
789a94ba69,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
927bd32f8b,2017-2018,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17
7b06935cfe,2017-2018,0.07,0.07,0.14,0.07,0.14,0.16,0.06,0.22,0.16,0.22
0d4299cd1f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
e338344cff,2017-2018,0.34,0.11,0.45,0.34,0.45,0.23,0.10,0.33,0.23,0.33
eb55041678,2017-2018,0.18,0.00,0.18,0.18,0.18,0.17,0.04,0.21,0.17,0.21
10127f8ab0,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
af420df7d3,2017-2018,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13
43051c6520,2017-2018,0.35,0.47,0.82,0.24,0.71,0.23,0.20,0.43,0.12,0.32
9dfe5e8ad7,2017-2018,0.11,0.34,0.45,0.11,0.45,0.22,0.19,0.41,0.22,0.41
c783f4c6fe,2017-2018,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.06,0.06,0.06
9c94f07831,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2014bf34c2,2017-2018,0.00,0.00,0.00,0.00,0.00,0.13,0.14,0.27,0.13,0.27
3353a05b6b,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f7085673b5,2017-2018,0.34,0.06,0.39,0.28,0.34,0.39,0.08,0.48,0.30,0.39
97d717d318,2017-2018,0.30,0.09,0.38,0.21,0.30,0.32,0.08,0.40,0.21,0.29
5eaacbb0d7,2017-2018,0.08,0.12,0.21,0.08,0.21,0.18,0.13,0.31,0.18,0.31
34162ad09b,2017-2018,0.00,0.24,0.24,0.00,0.24,0.10,0.13,0.23,0.10,0.23
77b5d8a097,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
b0fa1e987f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
8cefa551cb,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2d95448987,2017-2018,0.04,0.08,0.12,0.04,0.12,0.14,0.20,0.34,0.14,0.34
fd54aff330,2017-2018,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
bbbf334dd7,2017-2018,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
7330a3de29,2017-2018,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06
baae09d667,2017-2018,0.06,0.00,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11
666c5dc2d0,2017-2018,0.27,0.40,0.66,0.27,0.66,0.28,0.23,0.51,0.28,0.51
ce86d295db,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
85b29a3947,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1377cfd577,2017-2018,0.17,0.00,0.17,0.17,0.17,0.29,0.10,0.39,0.29,0.39
b4f5b72e25,2017-2018,0.16,0.11,0.26,0.16,0.26,0.13,0.11,0.24,0.13,0.24
8af1878ff8,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d6d8706e27,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
84fd863dbc,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
f8c62f7e8a,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f6d16e705a,2017-2018,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
6ba0c845b5,2017-2018,0.00,0.00,0.00,0.00,0.00,0.10,0.22,0.31,0.10,0.31
ffd0a86054,2017-2018,0.04,0.04,0.09,0.04,0.09,0.14,0.27,0.41,0.14,0.41
9271aa5019,2017-2018,0.14,0.00,0.14,0.14,0.14,0.07,0.06,0.13,0.07,0.13
d49c6cca93,2017-2018,0.36,0.50,0.86,0.36,0.86,0.09,0.29,0.39,0.09,0.39
7816fcc20e,2017-2018,0.06,0.12,0.17,0.06,0.17,0.17,0.11,0.29,0.17,0.29
fd8298124d,2017-2018,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24
c6e2048850,2017-2018,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
420e238af4,2017-2018,1.29,0.00,1.29,1.29,1.29,0.09,0.53,0.62,0.09,0.62
23aab54c9a,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4e68ed9ab4,2017-2018,0.07,0.15,0.22,0.07,0.22,0.20,0.07,0.27,0.20,0.27
ef79552e14,2017-2018,0.15,0.30,0.45,0.15,0.45,0.14,0.21,0.34,0.14,0.34
d81c228522,2017-2018,0.05,0.10,0.16,0.05,0.16,0.04,0.09,0.13,0.04,0.13
395741d5b5,2017-2018,0.44,0.14,0.57,0.44,0.57,0.33,0.11,0.44,0.33,0.44
1ff07265c6,2017-2018,0.00,0.10,0.10,0.00,0.10,0.09,0.12,0.22,0.09,0.22
0ae40eb977,2017-2018,0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.31,0.05,0.31
c2220bf046,2017-2018,0.08,0.08,0.17,0.08,0.17,0.03,0.03,0.06,0.03,0.06
384dfa31b6,2017-2018,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
e6daea3292,2017-2018,0.00,0.18,0.18,0.00,0.18,0.03,0.17,0.20,0.03,0.20
43b6e3db9a,2017-2018,0.04,0.07,0.11,0.04,0.11,0.06,0.07,0.13,0.06,0.13
eca0953954,2017-2018,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
fce21e4ce0,2017-2018,0.03,0.00,0.03,0.03,0.03,0.01,0.01,0.03,0.01,0.03
e97f74ba8a,2017-2018,0.76,0.00,0.76,0.76,0.76,0.14,0.24,0.38,0.14,0.38
ba79e223aa,2017-2018,0.10,0.13,0.23,0.10,0.23,0.05,0.10,0.16,0.05,0.16
8ef329d5ce,2017-2018,0.12,0.12,0.24,0.12,0.24,0.16,0.02,0.18,0.16,0.18
92ab8e993c,2017-2018,0.09,0.28,0.37,0.09,0.37,0.11,0.11,0.21,0.11,0.21
752de05020,2017-2018,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
840581c060,2017-2018,0.41,0.17,0.58,0.33,0.50,0.32,0.11,0.43,0.25,0.37
e4f2616fed,2017-2018,0.00,0.29,0.29,0.00,0.29,0.11,0.09,0.20,0.11,0.20
0fa1908c0c,2017-2018,0.00,0.08,0.08,0.00,0.08,0.02,0.02,0.04,0.02,0.04
29d9b533a3,2017-2018,0.00,0.88,0.88,0.00,0.88,0.15,0.40,0.55,0.15,0.55
b9b2ec691c,2017-2018,0.00,0.23,0.23,0.00,0.23,0.15,0.14,0.29,0.15,0.29
387407a757,2017-2018,0.00,0.00,0.00,0.00,0.00,0.21,0.10,0.31,0.21,0.31
6cd73f8606,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
a2a233b1c3,2017-2018,0.03,0.12,0.15,0.03,0.15,0.02,0.13,0.15,0.02,0.15
76315b28d8,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.18,0.01,0.18
49de6c8972,2017-2018,0.12,0.06,0.18,0.12,0.18,0.06,0.06,0.11,0.06,0.11
888310752b,2017-2018,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
b78c4365ba,2017-2018,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
ae069a7fe9,2017-2018,0.19,0.19,0.38,0.19,0.38,0.27,0.09,0.35,0.27,0.35
5c8eaa290e,2017-2018,0.00,0.03,0.03,0.00,0.03,0.05,0.01,0.06,0.05,0.06
ac8ecab811,2017-2018,0.15,0.12,0.26,0.15,0.26,0.14,0.12,0.25,0.14,0.25
5fbf7b94e6,2017-2018,0.07,0.07,0.14,0.07,0.14,0.13,0.07,0.20,0.13,0.20
fe97a515a0,2017-2018,0.00,0.08,0.08,0.00,0.08,0.04,0.07,0.11,0.04,0.11
f69cdaf39d,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
e79ba3c1a2,2017-2018,0.00,0.37,0.37,0.00,0.37,0.04,0.14,0.18,0.04,0.18
5ef86dda85,2017-2018,0.14,0.14,0.27,0.14,0.27,0.18,0.17,0.34,0.18,0.34
2597dc2d46,2017-2018,0.00,0.06,0.06,0.00,0.06,0.05,0.01,0.06,0.05,0.06
4e8515ae0c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4f733d7065,2017-2018,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
9e852e5deb,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
037962cb0b,2017-2018,0.11,0.00,0.11,0.11,0.11,0.10,0.01,0.10,0.10,0.10
7d47aa18f6,2017-2018,0.11,0.14,0.25,0.11,0.25,0.14,0.07,0.21,0.14,0.21
ab1de53cec,2017-2018,0.03,0.12,0.15,0.03,0.15,0.01,0.08,0.08,0.01,0.08
619fe1c5c3,2017-2018,0.03,0.09,0.12,0.03,0.12,0.04,0.06,0.10,0.04,0.10
4b0c56d822,2017-2018,0.51,0.07,0.58,0.51,0.58,0.51,0.08,0.59,0.51,0.59
1d50d2f8ed,2017-2018,0.06,0.03,0.10,0.06,0.10,0.07,0.08,0.15,0.07,0.15
336011c047,2017-2018,0.19,0.19,0.38,0.19,0.38,0.20,0.05,0.25,0.20,0.25
017a2d99d7,2017-2018,0.00,0.04,0.04,0.00,0.04,0.08,0.01,0.08,0.03,0.03
ecd21d42f7,2017-2018,0.00,0.10,0.10,0.00,0.10,0.02,0.04,0.06,0.02,0.06
9332b64605,2017-2018,0.08,0.03,0.11,0.08,0.11,0.06,0.02,0.07,0.06,0.07
4cf95bffac,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
e108903c86,2017-2018,0.63,0.17,0.80,0.59,0.76,0.56,0.23,0.79,0.52,0.75
0b313f18a6,2017-2018,0.05,0.10,0.15,0.05,0.15,0.01,0.01,0.02,0.01,0.02
60a9f25bd2,2017-2018,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20
b9ff805a6f,2017-2018,0.00,0.04,0.04,0.00,0.04,0.02,0.03,0.05,0.02,0.05
a267758120,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
7b1f7d60ff,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
427a4c7ede,2017-2018,0.29,0.29,0.58,0.29,0.58,0.12,0.39,0.52,0.12,0.52
f5821ecf18,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22
5304de4b65,2017-2018,0.54,0.54,1.07,0.54,1.07,0.37,0.16,0.52,0.37,0.52
91d51f36c9,2017-2018,0.00,0.25,0.25,0.00,0.25,0.06,0.05,0.12,0.06,0.12
faff8853ee,2017-2018,0.05,0.05,0.11,0.05,0.11,0.02,0.06,0.08,0.02,0.08
def50ef3f8,2017-2018,0.14,0.14,0.28,0.14,0.28,0.28,0.12,0.41,0.28,0.41
62ac483656,2017-2018,0.20,0.00,0.20,0.20,0.20,0.02,0.17,0.18,0.02,0.18
82e03df56e,2017-2018,0.13,0.00,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21
5925c8e4e6,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
ef296a5b1f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5b7818003d,2017-2018,0.46,0.26,0.72,0.41,0.67,0.47,0.15,0.63,0.43,0.59
1bc865d903,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
ce8c05fc96,2017-2018,0.00,0.00,0.00,0.00,0.00,0.22,0.03,0.25,0.22,0.25
51cde2b652,2017-2018,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
82bef8a483,2017-2018,0.04,0.14,0.18,0.04,0.18,0.02,0.09,0.11,0.02,0.11
327d019af3,2017-2018,0.25,0.19,0.44,0.25,0.44,0.27,0.11,0.38,0.27,0.38
6a1ff0e156,2017-2018,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.06,0.06,0.06
c4385ebf6e,2017-2018,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
37629a7c6b,2017-2018,0.00,0.11,0.11,0.00,0.11,0.01,0.15,0.16,0.01,0.16
5b359f5578,2017-2018,0.00,0.10,0.10,0.00,0.10,0.02,0.08,0.10,0.02,0.10
6e3ce0be86,2017-2018,0.12,0.15,0.27,0.06,0.21,0.10,0.12,0.23,0.04,0.16
b788208f7b,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9994486c87,2017-2018,0.00,0.14,0.14,0.00,0.14,0.00,0.05,0.05,0.00,0.05
1c1552b4d7,2017-2018,1.33,0.33,1.67,1.33,1.67,0.43,0.13,0.56,0.43,0.56
c3d521c4da,2017-2018,0.56,0.00,0.56,0.37,0.37,0.80,0.01,0.81,0.65,0.66
3032b00f24,2017-2018,0.19,0.29,0.48,0.19,0.48,0.15,0.18,0.33,0.12,0.30
ccb39eee9c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8724da8d1d,2017-2018,0.14,0.22,0.36,0.14,0.36,0.20,0.16,0.36,0.20,0.36
d262a5d9d7,2017-2018,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.29,0.20,0.29
b108282eb8,2017-2018,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.19,0.14,0.19
b33444774c,2017-2018,0.05,0.10,0.15,0.05,0.15,0.08,0.04,0.12,0.06,0.10
8479a5bcc5,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3ea0d91506,2017-2018,0.00,0.12,0.12,0.00,0.12,0.01,0.02,0.04,0.01,0.04
e4205222e3,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
ad383c4848,2017-2018,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06
c7ca52749c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
7a7610d9dc,2017-2018,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.06,0.06,0.06
b6590311d5,2017-2018,0.13,0.13,0.25,0.13,0.25,0.07,0.14,0.21,0.07,0.21
6a50e8f4b8,2017-2018,0.00,0.00,0.00,0.00,0.00,0.15,0.19,0.34,0.15,0.34
f5004efd0e,2017-2018,0.00,0.30,0.30,0.00,0.30,0.08,0.14,0.22,0.08,0.22
3e34f93d7c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
b3d3adfd27,2017-2018,0.00,0.24,0.24,0.00,0.24,0.20,0.07,0.27,0.20,0.27
a60b4d8a40,2017-2018,0.10,0.13,0.22,0.00,0.13,0.21,0.17,0.38,0.08,0.25
f14c51d8ea,2017-2018,0.10,0.62,0.72,0.07,0.68,0.07,0.11,0.18,0.04,0.15
e6ea05d140,2017-2018,0.40,0.25,0.65,0.40,0.65,0.35,0.27,0.62,0.31,0.58
8058a95da5,2017-2018,0.48,0.00,0.48,0.48,0.48,0.60,0.13,0.73,0.60,0.73
401dcfc111,2017-2018,0.10,0.07,0.16,0.10,0.16,0.17,0.04,0.21,0.16,0.20
6d1c1c178f,2017-2018,0.10,0.10,0.20,0.10,0.20,0.04,0.11,0.15,0.04,0.15
a348b3f132,2017-2018,0.12,0.04,0.17,0.12,0.17,0.05,0.05,0.09,0.05,0.09
a96265f9ca,2017-2018,0.03,0.07,0.10,0.03,0.10,0.02,0.03,0.04,0.02,0.04
78c19f87be,2017-2018,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.07,0.05,0.07
3040958e86,2017-2018,0.00,0.21,0.21,0.00,0.21,0.01,0.07,0.08,0.01,0.08
2a285f8f5f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14e208877f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ef1fa0e793,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4429653b33,2017-2018,0.11,0.16,0.27,0.11,0.27,0.12,0.15,0.27,0.12,0.27
837c532707,2017-2018,0.00,0.04,0.04,0.00,0.04,0.01,0.04,0.04,0.01,0.04
44c61ff857,2017-2018,0.07,0.11,0.18,0.07,0.18,0.03,0.10,0.13,0.03,0.13
5c79165bb0,2017-2018,0.33,0.00,0.33,0.27,0.27,0.35,0.04,0.38,0.29,0.33
45fc95e948,2017-2018,0.11,0.21,0.32,0.11,0.32,0.12,0.04,0.16,0.12,0.16
955c76ee22,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f1cdd2d08e,2017-2018,0.00,0.20,0.20,0.00,0.20,0.01,0.10,0.12,0.01,0.12
03a3a65c50,2017-2018,0.48,0.19,0.67,0.48,0.67,0.36,0.04,0.40,0.36,0.40
886629f4e8,2017-2018,0.00,0.13,0.13,0.00,0.13,0.02,0.10,0.12,0.02,0.12
d01d34c6f4,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
2630fd35e3,2017-2018,0.09,0.06,0.16,0.09,0.16,0.09,0.09,0.19,0.09,0.19
5ff29bac5b,2017-2018,0.38,0.00,0.38,0.38,0.38,0.16,0.16,0.32,0.16,0.32
cb69eee766,2017-2018,0.35,0.14,0.49,0.31,0.45,0.28,0.12,0.40,0.25,0.37
4eba4bcd32,2017-2018,0.48,0.00,0.48,0.48,0.48,0.42,0.12,0.54,0.04,0.16
5265867e30,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
37357d4056,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f63b069889,2017-2018,0.29,0.25,0.54,0.29,0.54,0.23,0.27,0.50,0.21,0.48
6b4e7dcc2b,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
e56b32fcf2,2017-2018,0.31,0.31,0.62,0.31,0.62,0.45,0.14,0.59,0.39,0.53
b809416388,2017-2018,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
4998bac039,2017-2018,0.00,0.00,0.00,0.00,0.00,0.45,1.06,1.51,0.45,1.51
2d751d9844,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
37e7291962,2017-2018,0.09,0.21,0.29,0.06,0.26,0.13,0.29,0.42,0.07,0.36
bf4ba8cc79,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
30de641dc4,2017-2018,0.09,0.36,0.45,0.09,0.45,0.04,0.13,0.16,0.04,0.16
00627d77c9,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
3b65718f8e,2017-2018,0.50,0.12,0.62,0.31,0.44,0.52,0.08,0.59,0.29,0.37
48e9425887,2017-2018,0.00,0.06,0.06,0.00,0.06,0.04,0.04,0.08,0.04,0.08
c188fd9676,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296b91d9e9,2017-2018,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.19,0.04,0.19
32601a4203,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
add5d064ba,2017-2018,0.21,0.07,0.28,0.21,0.28,0.34,0.16,0.50,0.34,0.50
3e12770fd0,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0f0a991eae,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03
feb2fe8a8c,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03
684e7da30f,2017-2018,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
a9dc626889,2017-2018,0.39,0.07,0.46,0.39,0.46,0.33,0.09,0.42,0.30,0.39
5472a8234e,2017-2018,0.03,0.17,0.21,0.03,0.21,0.03,0.04,0.07,0.03,0.07
042eff2b8c,2017-2018,0.00,0.06,0.06,0.00,0.06,0.02,0.12,0.14,0.02,0.14
133981cc28,2017-2018,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
1ec559f242,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31
dc9d0f46bf,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
c2188b92d0,2017-2018,0.17,0.28,0.44,0.17,0.44,0.36,0.25,0.61,0.30,0.55
2d2bb9bbe2,2017-2018,0.07,0.20,0.27,0.07,0.27,0.22,0.16,0.38,0.22,0.38
4c7493e1dc,2017-2018,0.40,0.07,0.47,0.33,0.40,0.30,0.06,0.36,0.25,0.31
a252067c1e,2017-2018,0.35,0.16,0.51,0.31,0.47,0.20,0.09,0.29,0.17,0.26
e02aea95fc,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9f91646c5d,2017-2018,0.21,0.21,0.42,0.21,0.42,0.12,0.17,0.30,0.12,0.30
ebf1b25c9f,2017-2018,0.38,0.13,0.50,0.32,0.44,0.24,0.19,0.43,0.19,0.38
4f245eba55,2017-2018,0.00,0.20,0.20,0.00,0.20,0.01,0.09,0.09,0.01,0.09
a9f433e32d,2017-2018,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
4b7fe89d16,2017-2018,0.03,0.00,0.03,0.03,0.03,0.02,0.00,0.02,0.02,0.02
c616bf3d2e,2017-2018,0.07,0.03,0.10,0.07,0.10,0.06,0.01,0.07,0.06,0.07
b970456e81,2017-2018,0.00,0.24,0.24,0.00,0.24,0.17,0.10,0.26,0.17,0.26
daf341d0dc,2017-2018,0.21,0.28,0.49,0.21,0.49,0.20,0.16,0.36,0.20,0.36
0e10f160ba,2017-2018,0.13,0.00,0.13,0.13,0.13,0.10,0.02,0.11,0.10,0.11
b5d20b2f53,2017-2018,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
fff0086136,2017-2018,0.17,0.17,0.35,0.17,0.35,0.17,0.18,0.35,0.17,0.35
e391a4c7fa,2017-2018,0.00,0.12,0.12,0.00,0.12,0.01,0.12,0.13,0.01,0.13
c5dd673b48,2017-2018,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08
c119a90225,2017-2018,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
b22563707b,2017-2018,0.15,0.18,0.34,0.12,0.31,0.15,0.16,0.31,0.11,0.26
95aaa2d1e5,2017-2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136a9184c6,2017-2018,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.24,0.15,0.24
d03c2abc21,2017-2018,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
885e535cb9,2017-2018,0.00,0.08,0.08,0.00,0.08,0.09,0.01,0.10,0.09,0.10
8f2cf82294,2017-2018,0.09,0.00,0.09,0.04,0.04,0.06,0.00,0.06,0.02,0.02
